letter,ID,P1,P2
RM3,concatenate180,-37.37600327,-44.08987045
RM3,concatenate180,-30.33286667,-16.29478073
RM3,concatenate180,-38.46017838,-26.25314903
RM3,concatenate180,-40.94977188,-34.23590469
RM3,concatenate180,-51.00450897,-26.59044838
RM3,concatenate180,-58.52950287,-28.01192474
RM3,concatenate180,-69.47567749,-53.60653687
RM3,concatenate180,-85.04766846,-28.28497696
RM3,concatenate180,-104.811821,-40.11455154
RM3,concatenate180,-70.70440674,-33.47296524
RM3,concatenate180,-41.77695847,-36.2837944
RM3,concatenate180,-87.07147217,-46.17791367
RM3,concatenate180,-52.98012161,-34.66957474
RM3,concatenate180,-106.9319839,-33.0794487
RM3,concatenate180,-64.33587646,-27.10442734
RM3,concatenate180,-81.27313232,-25.73113632
RM3,concatenate180,-60.03128815,-25.85160065
RM3,concatenate180,-65.85372162,-65.24337006
RM3,concatenate180,-51.50242996,-72.25437927
RM3,concatenate180,-63.55687332,-34.25999832
RM3,concatenate180,-126.093811,-43.69635391
RM3,concatenate180,-102.8763657,-41.8412056
RM3,concatenate180,-45.20616913,-42.15441132
RM3,concatenate180,-75.49887848,-59.62974167
RM3,concatenate180,-69.20262146,-29.5297718
RM3,concatenate180,-87.28830719,-37.23947525
RM3,concatenate180,-83.68241119,-22.64725494
RM3,concatenate180,-62.49678802,-38.08272552
RM3,concatenate180,-66.6006012,-48.90040207
RM3,concatenate180,-97.56790924,-41.41556549
RM3,concatenate180,-41.21479416,-32.66987228
RM3,concatenate180,-98.29069519,-26.87956238
RM3,concatenate180,-57.64609909,-31.4009819
RM3,concatenate180,-88.45278931,-39.62466431
RM3,concatenate180,-49.14133072,-28.99973106
RM3,concatenate180,-84.81477356,-29.27278137
RM3,concatenate180,-57.79065704,-27.27307701
RM3,concatenate180,-78.02059937,-41.39950562
RM3,concatenate180,-39.07052994,-28.08420372
RM3,concatenate180,-46.74811172,-26.60651016
RM3,concatenate180,-88.88645935,-44.94115067
RM3,concatenate180,-79.61875153,-28.95957565
RM3,concatenate180,-79.06462097,-38.78141785
RM3,concatenate180,-86.01138306,-30.46939278
RM3,concatenate180,-51.6469841,-35.77784348
RM3,concatenate180,-76.31803894,-31.15202332
RM3,concatenate180,-61.68566132,-33.60948944
RM3,concatenate180,-62.16751862,-35.31204987
RM3,concatenate180,-27.82721329,-52.85162735
RM3,concatenate180,-58.14401627,-35.56100845
RM3,concatenate180,-38.74929428,-25.93190956
RM3,concatenate180,-41.6484642,-34.93459702
RM3,concatenate180,-47.17375183,-30.08390808
RM3,concatenate180,-49.18148804,-64.4402771
RM3,concatenate180,-94.83738708,-26.47801399
RM3,concatenate180,-37.31978607,-39.76119232
RM3,concatenate180,-50.21747971,-30.6862278
RM3,concatenate180,-85.74636078,-27.76296425
RM3,concatenate180,-47.54317474,-43.88106537
RM3,concatenate180,-84.54975128,-37.55268478
RM3,concatenate180,-78.62291718,-26.74303627
RM3,concatenate180,-47.88850403,-24.08479309
RM3,concatenate180,-63.3801918,-30.42120743
RM3,concatenate180,-93.39182281,-26.8635006
RM3,concatenate180,-35.93043137,-32.26832199
RM3,concatenate180,-34.67760468,-31.01549721
RM3,concatenate180,-61.86234283,-26.46195221
RM3,concatenate180,-59.5574646,-29.65023613
RM3,concatenate180,-79.74725342,-35.19158554
RM3,concatenate180,-53.14877319,-41.55209351
RM3,concatenate180,-74.7279129,-32.00330353
RM3,concatenate180,-73.91678619,-29.97147369
RM3,concatenate180,-46.74008179,-29.65023613
RM3,concatenate180,-84.58990479,-27.21686172
RM3,concatenate180,-80.11667633,-50.81979752
RM3,concatenate180,-53.092556,-52.48220444
RM3,concatenate180,-71.00958252,-26.45392227
RM3,concatenate180,-66.93789673,-29.09610176
RM3,concatenate180,-63.9985733,-42.02591705
RM3,concatenate180,-50.11307526,-36.07498932
RM3,concatenate180,-51.17316055,-29.81085587
RM3,concatenate180,-63.56490326,-38.5404892
RM3,concatenate180,-30.64607239,-30.03572083
RM3,concatenate180,-35.7617836,-85.81060791
RM3,concatenate180,-36.09105301,-38.53245926
RM3,concatenate180,-75.45069885,-31.50538445
RM3,concatenate180,-86.1318512,-31.20020866
RM3,concatenate180,-34.37242889,-30.09996986
RM3,concatenate180,-35.94649506,-33.50508881
RM3,concatenate180,-42.64429855,-52.40992355
RM3,concatenate180,-84.58187866,-42.46762085
RM3,concatenate180,-68.65651703,-29.59401894
RM3,concatenate180,-54.31325912,-30.50954628
RM3,concatenate180,-52.20112228,-34.50092697
RM3,concatenate180,-67.54022217,-38.85369492
RM3,concatenate180,-66.6407547,-36.12317657
RM3,concatenate180,-47.57529831,-31.70615768
RM3,concatenate180,-42.70051575,-34.76594543
RM3,concatenate180,-30.74244499,-29.52174187
RM3,concatenate180,-31.56963158,-44.38701248
RM3,concatenate180,-49.05298996,-33.7942009
RM3,concatenate180,-72.84867096,-33.1758194
RM3,concatenate180,-68.54409027,-29.48158646
RM3,concatenate180,-111.6702423,-31.10383606
RM3,concatenate180,-58.98726654,-31.52144623
RM3,concatenate180,-42.15441132,-32.99913788
RM3,concatenate180,-46.30640793,-35.93043137
